"VariableMatch" "Lower" "Estimate" "Upper"
"1974" "5987" -1762103 -1423204 -1084305
"1975" "5988" -1443434 -1190516 -937598
"1976" "5991" -1369795 -1140838 -911881
"1977" "5993" -1630650 -1398728 -1166806
"1978" "5995" -1382655 -1136958 -891261
"1979" "6001" -1284428 -1075968 -867508
"1980" "6002" -1342065 -1135474 -928883
"1981" "6003" -1289108 -1069775 -850442
"1982" "6004" -1322085 -1114577 -907069
"1983" "6005" -1407958 -1195302 -982646
"1984" "6006" -1367726 -1165436 -963146
"1985" "6011" -1528786 -1190045 -851304
"1986" "6012" -1454285 -1208654 -963023
"1987" "6013" -1470026 -1207236 -944446
"1988" "6014" -1384717 -1169810 -954903
"1989" "6015" -1431184 -1191186 -951188
"1990" "6017" -1395129 -1175746 -956363
"1991" "6019" -1407832 -1172058 -936284
"1992" "6021" -1419986 -1197600 -975214
"1993" "6023" -1443420 -1180577 -917734
"1994" "6024" -1694945 -1417997 -1141049
"1995" "6026" -1449665 -1238366 -1027067
"1996" "6027" -1427394 -1150427 -873460
"1997" "6028" -1237788 -800659 -363530
"1998" "6029" -1309284 -1085030 -860776
"1999" "6031" -1388686 -1182307 -975928
"2000" "6034" -1371640 -1149229 -926818
"2001" "6035" -1403798 -1192438 -981078
"2002" "6037" -1463424 -1217763 -972102
"2003" "6039" -1391237 -1174318 -957399
"2004" "6041" -1372860 -1170226 -967592
"2005" "6042" -1350941 -1144601 -938261
"2006" "6043" -1349304 -1138555 -927806
"2007" "6044" -1477902 -1201039 -924176
"2008" "6045" -1355686 -1145996 -936306
"2009" "6049" -1346143 -1137231 -928319
"2010" "6051" -1459579 -1224032 -988485
"2011" "6061" -1427894 -1213939 -999984
"2012" "6063" -1419659 -1205583 -991507
"2013" "6065" -1450047 -1223623 -997199
"2014" "6067" -1431733 -1202723 -973713
"2015" "6071" -1393470 -1189891 -986312
"2016" "6074" -1371900 -1155016 -938132
"2017" "6075" -1375112 -1168995 -962878
"2018" "6077" -1406738 -1192695 -978652
"2019" "6081" -1394904 -1181588 -968272
"2020" "6082" -1430996 -1178108 -925220
"2021" "6083" -1506905 -1229971 -953037
"2022" "6085" -1340119 -1113670 -887221
"2023" "6086" -1421025 -1185367 -949709
"2024" "6088" -1463685 -1237240 -1010795
"2025" "6089" -1522415 -1259644 -996873
"2026" "6091" -1731707 -1392705 -1053703
"2027" "6093" -1478653 -1249731 -1020809
"2028" "6095" -1421259 -1185706 -950153
"2029" "6096" -1808436 -1562371 -1316306
"2030" "6097" -1427869 -1218549 -1009229
"2031" "6099" -1381685 -1141590 -901495
"2032" "6101" -1383703 -1167890 -952077
"2033" "6102" -1475113 -1222223 -969333
"2034" "6104" -1593251 -1254557 -915863
"2035" "6105" -1605235 -1352259 -1099283
"2036" "6107" -1452044 -1199233 -946422
"2037" "6109" -1320595 -883601 -446607
"2038" "6112" -1427525 -1150616 -873707
"2039" "6114" -1560456 -1314862 -1069268
"2040" "6116" -1523205 -1224239 -925273
"2041" "6118" -1455896 -1202962 -950028
"2042" "6121" -1472335 -1240078 -1007821
"2043" "6122" -1516705 -1079794 -642883
"2044" "6123" -1478548 -1139785 -801022
"2045" "6124" -1495005 -1156258 -817511
"2046" "6125" -1475377 -1235327 -995277
"2047" "6127" -1504429 -1258803 -1013177
"2048" "6129" -1388048 -1167263 -946478
"2049" "6131" -1498978 -1236308 -973638
"2050" "6132" -1330633 -1109825 -889017
"2051" "6133" -1422663 -1145860 -869057
"2052" "6134" -1526044 -1249206 -972368
"2053" "6135" -1326420 -1073472 -820524
"2054" "6136" -1342450 -1106869 -871288
"2055" "6137" -1355022 -1123138 -891254
"2056" "6141" -1419540 -1156785 -894030
"2057" "6151" -1391685 -1138770 -885855
"2058" "6153" -1687198 -1348310 -1009422
"2059" "6155" -1453167 -1154217 -855267
"2060" "6161" -1443972 -1191034 -938096
"2061" "6162" -1434642 -1194748 -954854
"2062" "6163" -1395970 -1143099 -890228
"2063" "6164" -1333597 -1107145 -880693
"2064" "6165" -1412127 -1159221 -906315
"2065" "6166" -1394061 -1158511 -922961
"2066" "6171" -1335275 -1122006 -908737
"2067" "6176" -1412276 -1172218 -932160
"2068" "6181" -1368589 -1136645 -904701
"2069" "6191" -1339737 -1127192 -914647
"2070" "6211" -1180033 -959435 -738837
"2071" "6212" -1242165 -989403 -736641
"2072" "6213" -1505260 -1166179 -827098
"2073" "6215" -1429377 -1130514 -831651
"2074" "6216" -1287167 -1047181 -807195
"2075" "6217" -1423654 -1170636 -917618
"2076" "6218" -1345467 -1109945 -874423
"2077" "6219" -1472673 -1250234 -1027795
"2078" "6221" -1164743 -924778 -684813
"2079" "6222" -1392942 -1130158 -867374
"2080" "6223" -1416353 -1153793 -891233
"2081" "6224" -1400858 -1148103 -895348
"2082" "6225" -1318946 -1083397 -847848
"2083" "6226" -1332140 -1092051 -851962
"2084" "6227" -1430919 -1092173 -753427
"2085" "6228" -1355893 -1093214 -830535
"2086" "6229" -1371122 -1094303 -817484
"2087" "6231" -1351114 -1127034 -902954
"2088" "6235" -1440065 -1187148 -934231
"2089" "6237" -1571361 -1134466 -697571
"2090" "6241" -1109149 -869149 -629149
"2091" "6243" -1403362 -1126449 -849536
"2092" "6245" -1323894 -1095131 -866368
"2093" "6247" -1279097 -1026215 -773333
"2094" "6255" -1200284 -901331 -602378
"2095" "6261" -1371800 -1126208 -880616
"2096" "6265" -1575798 -1138902 -702006
"2097" "6267" -1368120 -1122428 -876736
"2098" "6268" -1165722 -827012 -488302
"2099" "6269" -1393364 -1140418 -887472
"2100" "6271" -1460735 -1161866 -862997
"2101" "6273" -1446825 -1009823 -572821
"2102" "6274" -1606947 -1329991 -1053035
"2103" "6277" -1355204 -1115014 -874824
"2104" "6281" -1793464 -1356457 -919450
"2105" "6285" -1951193 -1651915 -1352637
"2106" "6286" -1408563 -1168517 -928471
"2107" "6287" -1407988 -1108964 -809940
"2108" "6291" -1341655 -1078881 -816107
"2109" "6294" -1501767 -1163078 -824389
"2110" "6301" -1448707 -1239529 -1030351
"2111" "6305" -1477293 -1178466 -879639
"2112" "6307" -1546739 -1109759 -672779
"2113" "6311" -1546805 -1207865 -868925
"2114" "6312" -1533846 -1234803 -935760
"2115" "6321" -1399132 -1163405 -927678
"2116" "6325" -1360010 -1107091 -854172
"2117" "6333" -1306546 -1066510 -826474
"2118" "6336" -1424449 -1203622 -982795
"2119" "6343" -1341512 -1125672 -909832
"2120" "6351" -1456159 -1210581 -965003
"2121" "6361" -1299686 -1080295 -860904
"2122" "6363" -1410224 -1170201 -930178
"2123" "6365" -1377675 -1153464 -929253
"2124" "6367" -1474969 -1258125 -1041281
"2125" "6369" -1374810 -1097909 -821008
"2126" "6371" -1435558 -1222288 -1009018
"2127" "6372" -1373612 -1159544 -945476
"2128" "6373" -1439998 -1230690 -1021382
"2129" "6374" -1420162 -1209902 -999642
"2130" "6411" -1332697 -1108507 -884317
"2131" "6412" -1366119 -1153617 -941115
"2132" "6413" -1383883 -1167042 -950201
"2133" "6414" -1459855 -1248564 -1037273
"2134" "6415" -1372890 -1156019 -939148
"2135" "6416" -1341909 -1109948 -877987
"2136" "6417" -1443673 -1166765 -889857
"2137" "6418" -1367472 -1131913 -896354
"2138" "6419" -1387736 -1110927 -834118
"2139" "6431" -1432430 -1211729 -991028
"2140" "6432" -1431727 -1199806 -967885
"2141" "6433" -1371510 -1149172 -926834
"2142" "6436" -1568719 -1230032 -891345
"2143" "6438" -1399302 -1167331 -935360
"2144" "6439" -1619437 -1182555 -745673
"2145" "6441" -1541777 -1321079 -1100381
"2146" "6442" -1405434 -1152524 -899614
"2147" "6443" -1485234 -1208356 -931478
"2148" "6444" -1357215 -1143906 -930597
"2149" "6445" -1377236 -1150783 -924330
"2150" "6446" -1402616 -1170623 -938630
"2151" "6447" -1655367 -1316268 -977169
"2152" "6451" -1421636 -1202300 -982964
"2153" "6454" -1562671 -1263771 -964871
"2154" "6456" -1673204 -1334509 -995814
"2155" "6461" -1417985 -1165103 -912221
"2156" "6462" -1427065 -1212200 -997335
"2157" "6463" -1390295 -1163848 -937401
"2158" "6464" -1481979 -1255537 -1029095
"2159" "6465" -1447745 -1170910 -894075
"2160" "6466" -1395790 -1175068 -954346
"2161" "6467" -1403143 -1126274 -849405
"2162" "6469" -1498251 -1159441 -820631
"2163" "6471" -1394326 -1177581 -960836
"2164" "6511" -1271646 -972605 -673564
"2165" "6512" -1255644 -992742 -729840
"2166" "6515" -1303336 -1093967 -884598
"2167" "6521" -1246145 -907494 -568843
"2168" "6522" -911742 -685799 -459856
"2169" "6523" -1120851 -905038 -689225
"2170" "6524" -1135184 -911051 -686918
"2171" "6525" -1146297 -928343 -710389
"2172" "6531" -1185567 -964838 -744109
"2173" "6532" -1252328 -1029947 -807566
"2174" "6533" -1233480 -1011157 -788834
"2175" "6534" -1346709 -1069794 -792879
"2176" "6535" -1310994 -1048242 -785490
"2177" "6536" -1332348 -1116537 -900726
"2178" "6537" -1337363 -1124069 -910775
"2179" "6538" -1320924 -1106011 -891098
"2180" "6541" -1375932 -1037261 -698590
"2181" "6543" -1283071 -1030152 -777233
"2182" "6544" -1299459 -1063899 -828339
"2183" "6545" -1330149 -1116855 -903561
"2184" "6546" -1314836 -1108232 -901628
"2185" "6551" -1285998 -1061763 -837528
"2186" "6561" -1368192 -1158416 -948640
"2187" "6562" -1350285 -1145965 -941645
"2188" "6564" -1158382 -905420 -652458
"2189" "6566" -1347840 -1143865 -939890
"2190" "6571" -1341837 -1096266 -850695
"2191" "6572" -1255284 -956224 -657164
"2192" "6573" -1319887 -1097525 -875163
"2193" "6574" -1113474 -867785 -622096
"2194" "6575" -1391319 -1052409 -713499
"2195" "6576" -1253182 -1024236 -795290
"2196" "6578" -1437974 -1215556 -993138
"2197" "6579" -1549488 -1112517 -675546
"2198" "6581" -1253828 -1049525 -845222
"2199" "6582" -1381678 -1146109 -910540
"2200" "6584" -1348399 -1137050 -925701
"2201" "6585" -1342611 -1132829 -923047
"2202" "6586" -1404633 -1178189 -951745
"2203" "6587" -1581454 -1341246 -1101038
"2204" "6591" -1354987 -1149366 -943745
"2205" "6595" -1449334 -1186561 -923788
"2206" "6596" -1371914 -1165356 -958798
"2207" "6598" -1411745 -1194850 -977955
"2208" "6599" -1469265 -1233636 -998007
"2209" "6601" -1299220 -1088445 -877670
"2210" "6602" -1224012 -1008187 -792362
"2211" "6603" -1340074 -1123181 -906288
"2212" "6604" -1258970 -1038201 -817432
"2213" "6605" -1281939 -1074457 -866975
"2214" "6606" -1358553 -1059605 -760657
"2215" "6611" -1346477 -1120017 -893557
"2216" "6612" -1455638 -1202736 -949834
"2217" "6613" -1374598 -1075653 -776708
"2218" "6616" -1428889 -1151969 -875049
"2219" "6617" -1381482 -1128565 -875648
"2220" "6621" -1369536 -1156214 -942892
"2221" "6624" -1433498 -1209158 -984818
"2222" "6626" -1417363 -1204740 -992117
"2223" "6627" -1408551 -1162927 -917303
"2224" "6628" -1527717 -1188992 -850267
"2225" "6629" -1410321 -1178381 -946441
"2226" "6631" -1437838 -1208849 -979860
"2227" "6634" -1427972 -1182379 -936786
"2228" "6641" -1308123 -1105627 -903131
"2229" "6642" -1280264 -1068932 -857600
"2230" "6644" -1324341 -1112976 -901611
"2231" "6645" -1312123 -1076468 -840813
"2232" "6651" -1323314 -1115137 -906960
"2233" "6652" -1341731 -1117493 -893255
"2234" "6653" -1342852 -1118599 -894346
"2235" "6654" -1375097 -1098273 -821449
"2236" "6655" -1337889 -1075135 -812381
"2237" "6657" -1394594 -1171969 -949344
"2238" "6658" -1315535 -1105423 -895311
"2239" "6659" -1387105 -1162877 -938649
"2240" "6661" -1306190 -1099303 -892416
"2241" "6662" -1269142 -1057151 -845160
"2242" "6663" -1241049 -1009007 -776965
"2243" "6665" -1324941 -1113025 -901109
"2244" "6666" -1305046 -1101198 -897350
"2245" "6668" -1403438 -1176997 -950556
"2246" "6669" -1349766 -1141237 -932708
"2247" "6671" -1308393 -1102773 -897153
"2248" "6672" -1988255 -1551285 -1114315
"2249" "6673" -1304336 -1051048 -797760
"2250" "6674" -1316792 -1107001 -897210
"2251" "6675" -1295581 -1073208 -850835
"2252" "6677" -1369733 -1030947 -692161
"2253" "6678" -1383946 -1164571 -945196
"2254" "6681" -1295610 -1091799 -887988
"2255" "6684" -1531254 -1094189 -657124
"2256" "6685" -1323181 -1077470 -831759
"2257" "6686" -1361739 -1153930 -946121
"2258" "6687" -1340509 -1126419 -912329
"2259" "6691" -1311221 -1108442 -905663
"2260" "6701" -1314795 -1069331 -823867
"2261" "6702" -1315353 -1016481 -717609
"2262" "6703" -1223518 -999310 -775102
"2263" "6704" -1301050 -1048009 -794968
"2264" "6705" -1170230 -938128 -706026
"2265" "6706" -1185035 -944830 -704625
"2266" "6707" -1377319 -1114661 -852003
"2267" "6708" -1242667 -1037671 -832675
"2268" "6709" -1175879 -930093 -684307
"2269" "6711" -1233692 -1023469 -813246
"2270" "6712" -1256071 -1033682 -811293
"2271" "6713" -1267704 -1063735 -859766
"2272" "6714" -1330244 -1121744 -913244
"2273" "6715" -1273442 -1060159 -846876
"2274" "6716" -1299719 -1088447 -877175
"2275" "6717" -1287049 -1080723 -874397
"2276" "6718" -1243622 -1040054 -836486
"2277" "6721" -1236420 -1033888 -831356
"2278" "6731" -1265054 -1055273 -845492
"2279" "6732" -1315091 -1103074 -891057
"2280" "6733" -1398955 -1166995 -935035
"2281" "6741" -1198501 -998380 -798259
"2282" "6744" -1260766 -1044901 -829036
"2283" "6745" -1401269 -1062433 -723597
"2284" "6811" -1173121 -874320 -575519
"2285" "6812" -1126570 -873707 -620844
"2286" "6813" -1116122 -889789 -663456
"2287" "6814" -1119213 -904353 -689493
"2288" "6815" -1246801 -993913 -741025
"2289" "6816" -1133750 -919627 -705504
"2290" "6821" -1337097 -1074441 -811785
"2291" "6822" -1316514 -1017613 -718712
"2292" "6823" -1302975 -1067454 -831933
"2293" "6824" -1181228 -974397 -767566
"2294" "6825" -1285561 -1056592 -827623
"2295" "6826" -1343277 -1090412 -837547
"2296" "6827" -1438871 -1100075 -761279
"2297" "6828" -1323643 -1091937 -860231
"2298" "6831" -1511053 -1172294 -833535
"2299" "6832" -1379823 -1102976 -826129
"2300" "6833" -1298325 -1087008 -875691
"2301" "6834" -1559337 -1122468 -685599
"2302" "6835" -1347259 -1111671 -876083
"2303" "6836" -1308760 -1103552 -898344
"2304" "6841" -1334251 -1098790 -863329
"2305" "6842" -1370827 -1125240 -879653
"2306" "6843" -1327784 -1111912 -896040
"2307" "6844" -1327229 -1106485 -885741
"2308" "6845" -1324506 -1098103 -871700
"2309" "6846" -1303916 -1098919 -893922
"2310" "6851" -1318089 -1114531 -910973
"2311" "6852" -1315504 -1109164 -902824
"2312" "6861" -1136508 -928707 -720906
"2313" "6862" -1187439 -985022 -782605
"2314" "6865" -1235302 -1027146 -818990
"2315" "6866" -1296229 -1087277 -878325
"2316" "6869" -1299754 -1071099 -842444
"2317" "6871" -1306601 -1104888 -903175
"2318" "6874" -1297595 -1075085 -852575
"2319" "6881" -1180045 -973488 -766931
"2320" "6882" -1301692 -1091407 -881122
"2321" "6883" -1345159 -1125888 -906617
"2322" "6891" -1055267 -809653 -564039
"2323" "6901" -1339813 -1130123 -920433
"2324" "6902" -1380569 -1127688 -874807
"2325" "6903" -1350170 -1143597 -937024
"2326" "6904" -1345175 -1137361 -929547
"2327" "6905" -1357400 -1133084 -908768
"2328" "6909" -1380412 -1156138 -931864
"2329" "6911" -1358667 -1141785 -924903
"2330" "6913" -1479223 -1226245 -973267
"2331" "6914" -1410247 -1181297 -952347
"2332" "6915" -1415531 -1200649 -985767
"2333" "6916" -1362726 -1153849 -944972
"2334" "6917" -1425320 -1172414 -919508
"2335" "6921" -1309365 -1106924 -904483
"2336" "6922" -1330292 -1123956 -917620
"2337" "6923" -1435077 -1215681 -996285
"2338" "6924" -1327708 -1101312 -874916
"2339" "6931" -1340938 -1133435 -925932
"2340" "6932" -1340156 -1132964 -925772
"2341" "6941" -1358709 -1147366 -936023
"2342" "6942" -1396977 -1191974 -986971
"2343" "6951" -1310337 -1096246 -882155
"2344" "6952" -1344767 -1122377 -899987
"2345" "6953" -1403215 -1183847 -964479
"2346" "6955" -1411686 -1189367 -967048
"2347" "6956" -1329492 -1052428 -775364
"2348" "6957" -1493143 -1240074 -987005
"2349" "6961" -1325688 -1123247 -920806
"2350" "6964" -1435343 -1172606 -909869
"2351" "6971" -1369632 -1164012 -958392
"2352" "6974" -1433783 -1156764 -879745
"2353" "6975" -1326727 -987777 -648827
"2354" "6981" -1317326 -1109652 -901978
"2355" "6982" -1340620 -1094984 -849348
"2356" "6983" -1363087 -1146229 -929371
"2357" "6984" -1245485 -906401 -567317
"2358" "6986" -1446735 -1193868 -941001
"2359" "6987" -1388291 -1167549 -946807
"2360" "6988" -1346226 -1130330 -914434
"2361" "6991" -1277064 -1068536 -860008
"2362" "6994" -1386767 -1160395 -934023
"2363" "6996" -1387404 -1163159 -938914
"2364" "6997" -1483651 -1237917 -992183
"2365" "6998" -1449442 -1217468 -985494
"2366" "6999" -1396550 -1167666 -938782
"2367" "7001" -1354357 -1108782 -863207
"2368" "7002" -1362129 -1144118 -926107
"2369" "7003" -1333621 -1107215 -880809
"2370" "7004" -1372594 -1151813 -931032
"2371" "7005" -1459633 -1182683 -905733
"2372" "7006" -1323864 -1116054 -908244
"2373" "7007" -1358587 -1148765 -938943
"2374" "7008" -1605280 -1168437 -731594
"2375" "7009" -1349527 -1133683 -917839
"2376" "7011" -1372270 -1158980 -945690
"2377" "7021" -1384037 -1178406 -972775
"2378" "7025" -1408636 -1196636 -984636
"2379" "7031" -1367236 -1146502 -925768
"2380" "7035" -1376997 -1114274 -851551
"2381" "7036" -1557353 -1321748 -1086143
"2382" "7037" -1403044 -1187224 -971404
"2383" "7038" -1391739 -1184854 -977969
"2384" "7039" -1318091 -1107260 -896429
"2385" "7041" -1354792 -1155727 -956662
"2386" "7044" -1648439 -1385563 -1122687
"2387" "7045" -1373885 -1133878 -893871
"2388" "7047" -1384927 -1169015 -953103
"2389" "7051" -1454654 -1208944 -963234
"2390" "7055" -1461433 -1208338 -955243
"2391" "7061" -1404030 -1187184 -970338
"2392" "7064" -1416641 -1200808 -984975
"2393" "7065" -1524379 -1278705 -1033031
"2394" "7071" -1377322 -1163256 -949190
"2395" "7075" -1438681 -1203154 -967627
"2396" "7076" -1882483 -1445631 -1008779
"2397" "7077" -1544184 -1205408 -866632
"2398" "7078" -1934051 -1656381 -1378711
"2399" "7081" -1381272 -1168682 -956092
"2400" "7083" -1556871 -1119722 -682573
"2401" "7084" -1546108 -1317162 -1088216
"2402" "7091" -1390213 -1186205 -982197
"2403" "7095" -1457112 -1221426 -985740
"2404" "7101" -1307728 -1100833 -893938
"2405" "7102" -1358951 -1143186 -927421
"2406" "7103" -1358154 -1145559 -932964
"2407" "7104" -1554151 -1308312 -1062473
"2408" "7105" -1934997 -1497939 -1060881
"2409" "7107" -1459252 -1182217 -905182
"2410" "7108" -1825314 -1486172 -1147030
"2411" "7109" -1706157 -1269076 -831995
"2412" "7115" -2094548 -1755738 -1416928
"2413" "7121" -1344169 -1139671 -935173
"2414" "7122" -1401865 -1195023 -988181
"2415" "7123" -1374708 -1111855 -849002
"2416" "7126" -1516480 -1217028 -917576
"2417" "7131" -1342227 -1136344 -930461
"2418" "7132" -1347377 -1126607 -905837
"2419" "7134" -1385525 -1132526 -879527
"2420" "7135" -1523496 -1277759 -1032022
"2421" "7136" -1424138 -1125165 -826192
"2422" "7137" -1507165 -1261427 -1015689
"2423" "7141" -1412559 -1208235 -1003911
"2424" "7142" -1593521 -1153395 -713269
"2425" "7151" -1368356 -1165292 -962228
"2426" "7152" -1355677 -1143091 -930505
"2427" "7156" -1693183 -1447478 -1201773
"2428" "7157" -1377077 -1136696 -896315
"2429" "7161" -1378780 -1177725 -976670
"2430" "7165" -1634969 -1336053 -1037137
"2431" "7201" -1245813 -1038561 -831309
"2432" "7202" -1363945 -1118307 -872669
"2433" "7203" -1323869 -1115738 -907607
"2434" "7204" -1322891 -1115414 -907937
"2435" "7205" -1358365 -1142584 -926803
"2436" "7206" -1355086 -1141819 -928552
"2437" "7207" -1337853 -1136300 -934747
"2438" "7211" -1345632 -1128792 -911952
"2439" "7213" -1341370 -1127276 -913182
"2440" "7214" -1296542 -1079535 -862528
"2441" "7215" -1606176 -1168764 -731352
"2442" "7216" -1644445 -1305503 -966561
"2443" "7217" -1338442 -1121607 -904772
"2444" "7218" -1581790 -1328776 -1075762
"2445" "7221" -1385662 -1161393 -937124
"2446" "7223" -1359993 -1133564 -907135
"2447" "7224" -1596111 -1257170 -918229
"2448" "7226" -1391548 -1145494 -899440
"2449" "7227" -1357924 -1117647 -877370
"2450" "7231" -1363737 -1151813 -939889
"2451" "7232" -1299537 -1086271 -873005
"2452" "7233" -1405758 -968605 -531452
"2453" "7234" -1365629 -1130026 -894423
"2454" "7241" -1320135 -1118646 -917157
"2455" "7242" -1334800 -1120759 -906718
"2456" "7244" -1351033 -1138405 -925777
"2457" "7245" -1382754 -1172466 -962178
"2458" "7251" -1366059 -1159442 -952825
"2459" "7255" -1515051 -1306096 -1097141
"2460" "7256" -1352950 -1126538 -900126
"2461" "7261" -1378759 -1175697 -972635
"2462" "7263" -1491768 -1214762 -937756
"2463" "7271" -1375457 -1171170 -966883
"2464" "7273" -1443762 -1190852 -937942
"2465" "7274" -1458270 -1237455 -1016640
"2466" "7275" -1495439 -1242490 -989541
"2467" "7311" -1264086 -1057970 -851854
"2468" "7312" -1282583 -1067685 -852787
"2469" "7313" -1093497 -882188 -670879
"2470" "7314" -1241435 -1029586 -817737
"2471" "7315" -1287498 -1065124 -842750
"2472" "7316" -1174449 -964682 -754915
"2473" "7321" -1300939 -1081643 -862347
"2474" "7322" -1304048 -1099050 -894052
"2475" "7323" -1327286 -1121452 -915618
"2476" "7325" -1306261 -1103218 -900175
"2477" "7326" -1317495 -1104919 -892343
"2478" "7327" -1329060 -1100188 -871316
"2479" "7328" -1326855 -1116587 -906319
"2480" "7329" -1435680 -1158847 -882014
"2481" "7331" -1295460 -1090029 -884598
"2482" "7333" -1291238 -1077189 -863140
"2483" "7334" -1312148 -1080190 -848232
"2484" "7335" -1300257 -1080964 -861671
"2485" "7336" -1499534 -1062512 -625490
"2486" "7339" -1253052 -1046181 -839310
"2487" "7341" -1359969 -1082748 -805527
"2488" "7345" -1284228 -1069200 -854172
"2489" "7346" -1433150 -1134102 -835054
"2490" "7351" -1343481 -1111434 -879387
"2491" "7361" -1313715 -1107034 -900353
"2492" "7364" -1315649 -1052808 -789967
"2493" "7371" -1377768 -1157022 -936276
"2494" "7381" -1332125 -1096514 -860903
"2495" "7382" -1344769 -1118344 -891919
"2496" "7383" -1364681 -1154859 -945037
"2497" "7384" -1332179 -1118059 -903939
"2498" "7391" -1276169 -1068992 -861815
"2499" "7392" -1292034 -953344 -614654
"2500" "7395" -1508507 -1209478 -910449
"2501" "7396" -1412246 -1187960 -963674
"2502" "7397" -1317970 -1064907 -811844
"2503" "7399" -1421077 -1180910 -940743
"2504" "7411" -1192536 -984689 -776842
"2505" "7412" -1263191 -1056404 -849617
"2506" "7413" -1278470 -1065938 -853406
"2507" "7414" -1360345 -1114709 -869073
"2508" "7415" -1300665 -1092117 -883569
"2509" "7416" -1305073 -1089260 -873447
"2510" "7417" -1371974 -1095061 -818148
"2511" "7419" -1408573 -1069881 -731189
"2512" "7421" -1313999 -1102681 -891363
"2513" "7422" -1306628 -1074686 -842744
"2514" "7423" -1360075 -1135881 -911687
"2515" "7424" -1373984 -1149733 -925482
"2516" "7425" -1322198 -1112484 -902770
"2517" "7429" -1338605 -1092955 -847305
"2518" "7431" -1309100 -1097193 -885286
"2519" "7433" -1297493 -1088572 -879651
"2520" "7434" -1449680 -1150484 -851288
"2521" "7435" -1433197 -1156311 -879425
"2522" "7437" -1366302 -1161986 -957670
"2523" "7441" -1343250 -1136916 -930582
"2524" "7442" -1333435 -1132519 -931603
"2525" "7443" -1341436 -1140117 -938798
"2526" "7447" -1367434 -1158523 -949612
"2527" "7448" -1397160 -1170734 -944308
"2528" "7451" -1324004 -1109085 -894166
"2529" "7461" -1318191 -1093934 -869677
"2530" "7462" -1449742 -1187026 -924310
"2531" "7463" -1366245 -1126259 -886273
"2532" "7466" -1506714 -1069615 -632516
"2533" "7468" -1464560 -1201782 -939004
"2534" "7471" -1371744 -1168040 -964336
"2535" "7472" -1569618 -1132529 -695440
"2536" "7475" -1476361 -1249613 -1022865
"2537" "7478" -1419875 -1166938 -914001
"2538" "7481" -1392433 -1176607 -960781
"2539" "7482" -1373494 -1166340 -959186
"2540" "7483" -1365436 -1129839 -894242
"2541" "7491" -1353041 -1145611 -938181
"2542" "7495" -1493931 -1248139 -1002347
"2543" "7496" -1451729 -1216136 -980543
"2544" "7497" -1454996 -1192250 -929504
"2545" "7511" -1383945 -1131086 -878227
"2546" "7512" -1353482 -1131247 -909012
"2547" "7513" -1348552 -1116615 -884678
"2548" "7514" -1340332 -1118018 -895704
"2549" "7521" -1320679 -1106619 -892559
"2550" "7522" -1277227 -1061385 -845543
"2551" "7523" -1318417 -1110243 -902069
"2552" "7524" -1367833 -1127580 -887327
"2553" "7525" -1647612 -1210626 -773640
"2554" "7531" -1338259 -1126323 -914387
"2555" "7532" -1357643 -1146842 -936041
"2556" "7533" -1389781 -1157798 -925815
"2557" "7534" -1350253 -1148318 -946383
"2558" "7535" -1313300 -1093971 -874642
"2559" "7541" -1373266 -1137696 -902126
"2560" "7542" -1343089 -1134162 -925235
"2561" "7543" -1345680 -1127673 -909666
"2562" "7544" -1342855 -1130919 -918983
"2563" "7545" -1345738 -1134382 -923026
"2564" "7546" -1346991 -1135651 -924311
"2565" "7548" -1357232 -1143894 -930556
"2566" "7551" -1314807 -1100028 -885249
"2567" "7552" -1324199 -1113967 -903735
"2568" "7553" -1323003 -1113227 -903451
"2569" "7554" -1475651 -1222814 -969977
"2570" "7555" -1338723 -1133293 -927863
"2571" "7556" -1338091 -1133970 -929849
"2572" "7557" -1346013 -1142559 -939105
"2573" "7558" -1326899 -1122768 -918637
"2574" "7559" -1318115 -1114408 -910701
"2575" "7561" -1438634 -1139728 -840822
"2576" "7571" -1356171 -1124499 -892827
"2577" "7572" -1304143 -1068568 -832993
"2578" "7573" -1323765 -1099525 -875285
"2579" "7574" -1347846 -1118902 -889958
"2580" "7576" -1368463 -1155874 -943285
"2581" "7577" -1309131 -1106186 -903241
"2582" "7581" -1376141 -1171135 -966129
"2583" "7582" -1369143 -1157231 -945319
"2584" "7586" -1401307 -1188726 -976145
"2585" "7587" -950629 -710569 -470509
"2586" "7588" -1544111 -1107193 -670275
"2587" "7590" -1639425 -1300722 -962019
"2588" "7591" -1365093 -1157631 -950169
"2589" "7595" -1395604 -1142669 -889734
"2590" "7596" -1360289 -1114628 -868967
"2591" "7597" -1493197 -1230407 -967617
"2592" "7601" -1380437 -1175937 -971437
"2593" "7602" -1358793 -1141926 -925059
"2594" "7603" -1369120 -1159328 -949536
"2595" "7604" -1402404 -1191659 -980914
"2596" "7605" -1377782 -1157038 -936294
"2597" "7606" -1388477 -1171586 -954695
"2598" "7607" -1363592 -1155509 -947426
"2599" "7608" -1353970 -1145038 -936106
"2600" "7609" -1363946 -1162307 -960668
"2601" "7611" -1397263 -1174845 -952427
"2602" "7615" -1440593 -1187638 -934683
"2603" "7621" -1351169 -1140933 -930697
"2604" "7622" -1310798 -1103001 -895204
"2605" "7623" -1351563 -1115952 -880341
"2606" "7625" -1376547 -1147570 -918593
"2607" "7627" -1460604 -1220428 -980252
"2608" "7631" -1373591 -1158675 -943759
